name	authors	year	valid
Tetramorium diligens	Smith	1865	valid
Tetramorium diligentissima	[no authors]	1892	invalid
Tetramorium diomandei	Bolton	1980	valid
Tetramorium diomedeum	Emery	1908	valid
Tetramorium distinctum	Bolton	1976	valid
Tetramorium do	Forel	1914	valid
Tetramorium dogieli	Karavaiev	1931	valid
Tetramorium dolichosum	Bolton	1980	valid
Tetramorium dominum	Bolton	1980	valid
Tetramorium doriae	Emery	1881	valid
Tetramorium dumezi	Bolton	1980	invalid
Tetramorium dumezi	Menozzi	1942	valid
Tetramorium dunhuangense	Chang & He	2001	valid
Tetramorium dysalum	Bolton	1979	valid
Tetramorium dysderke	Bolton	1980	valid
Tetramorium ebeninum	Arnold	1926	invalid
Tetramorium edouardi	Forel	1894	valid
Tetramorium eleates	Forel	1913	valid
Tetramorium electrum	Bolton	1979	valid
Tetramorium elf	[no authors]	2012	valid
Tetramorium elidisum	Bolton	1980	valid
Tetramorium elisabethae	Forel	1904	valid
Tetramorium emeryi	Mayr	1901	valid
Tetramorium eminii	[no authors]	1894	valid
Tetramorium erectum	Emery	1895	valid
Tetramorium ericae	Arnold	1917	invalid
Tetramorium escherichi	Forel	1910	invalid
Tetramorium etiolatum	Bolton	1977	valid
Tetramorium exasperatum	Emery	1891	valid
Tetramorium exile	Csősz, Radchenko & Schulz	2007	valid
Tetramorium fergusoni	Forel	1902	valid
Tetramorium fernandensis	Menozzi	1942	invalid
Tetramorium ferox	Ruzsky	1903	valid
Tetramorium feroxoides	Dlussky & Zabelin	1985	invalid
Tetramorium fezzanense	Bernard	1948	valid
Tetramorium flabellum	Bolton	1980	valid
Tetramorium flagellatum	Bolton	1977	valid
Tetramorium flaviceps	Arnold	1960	valid
Tetramorium flavipes	Emery	1893	valid
Tetramorium flavithorax	Santschi	1914	valid
Tetramorium forte	Forel	1904	valid
Tetramorium frenchi	Forel	1914	valid
Tetramorium frigidum	Arnold	1926	valid
Tetramorium fulviceps	Emery	1897	valid
Tetramorium furtivum	Arnold	1956	valid
Tetramorium fusca	Leach	1825	valid
Tetramorium fuscipes	Viehmeyer	1925	valid
Tetramorium fuscula	Nylander	1846	invalid
Tetramorium gabonense	André	1892	valid
Tetramorium galoasanum	Santschi	1910	valid
Tetramorium gambogecum	Donisthorpe	1941	valid
Tetramorium gazense	Arnold	1958	valid
Tetramorium gegaimi	Forel	1916	valid
Tetramorium geminatum	Bolton	1980	valid
Tetramorium gestroi	Menozzi	1933	valid
Tetramorium ghindanum	Forel	1910	valid
Tetramorium glabratum	Stitz	1923	valid
Tetramorium gladstonei	Forel	1913	valid
Tetramorium goniommoide	Poldi	1979	valid
Tetramorium gracile	Forel	1894	valid
Tetramorium grandinode	Santschi	1913	valid
Tetramorium granulatum	Bolton	1980	valid
Tetramorium grassii	Emery	1895	valid
Tetramorium guangxiense	Zhou & Zheng	1997	valid
Tetramorium guillarmodi	Arnold	1960	invalid
Tetramorium guillodi	Santschi	1937	invalid
Tetramorium guineense	Bernard	1953	valid
Tetramorium hapale	Bolton	1980	valid
Tetramorium hasinae	Yamane & Jaitrong	2011	valid
Tetramorium hector	[no authors]	2012	valid
Tetramorium hepburni	Arnold	1917	invalid
Tetramorium hippocratis	Agosti & Collingwood	1987	valid
Tetramorium hirsutum	Collingwood & Van Harten	2005	valid
Tetramorium hispanicum	Bondroit	1918	invalid
Tetramorium hispidum	Wheeler	1915	valid
Tetramorium hortensis	Bernard	1948	invalid
Tetramorium hortorum	Arnold	1958	valid
Tetramorium humbloti	Forel	1891	valid
Tetramorium humerosum	Bernard	1953	invalid
Tetramorium humile	Santschi	1914	invalid
Tetramorium hungaricum	Röszler	1935	valid
Tetramorium ibycterum	Bolton	1979	valid
Tetramorium ictidum	Bolton	1980	valid
Tetramorium imbelle	Emery	1915	valid
Tetramorium impressum	Viehmeyer	1925	valid
Tetramorium impurum	Foerster	1850	valid
Tetramorium incruentatum	Arnold	1926	valid
Tetramorium indicum	Forel	1913	valid
Tetramorium indocile	Santschi	1927	invalid
Tetramorium indosinense	Wheeler	1927	valid
Tetramorium inerme	Mayr	1877	valid
Tetramorium inezulae	Forel	1914	valid
Tetramorium infraspinosum	Karavaiev	1935	valid
Tetramorium infraspinum	Forel	1905	valid
Tetramorium inglebyi	Forel	1902	valid
Tetramorium insolens	Smith	1861	valid
Tetramorium insularis	Menozzi	1924	invalid
Tetramorium intermedium	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium intextum	Santschi	1914	valid
Tetramorium intonsum	Bolton	1980	valid
Tetramorium invictum	Bolton	1980	valid
Tetramorium isectum	Bolton	1979	valid
Tetramorium isipingense	Forel	1914	valid
Tetramorium isoelectrum	[no authors]	2012	valid
Tetramorium jacoti	Wheeler	1927	valid
Tetramorium jauresi	Forel	1914	valid
Tetramorium jeanae	Weber	1943	invalid
Tetramorium jedi	[no authors]	2012	valid
Tetramorium jejunum	Arnold	1926	valid
Tetramorium jiangxiense	Wang, Xiao & Wu	1988	invalid
Tetramorium jizane	Collingwood	1985	valid
Tetramorium joffrei	Forel	1914	invalid
Tetramorium jordani	Santschi	1937	valid
Tetramorium jugatum	Bolton	1980	valid
Tetramorium kabulistanicum	Pisarski	1967	valid
Tetramorium kakamega	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium kali	[no authors]	2012	valid
Tetramorium karakalense	Dlussky & Zabelin	1985	invalid
Tetramorium katypum	Bolton	1976	valid
Tetramorium kelleri	Forel	1887	valid
Tetramorium keralense	Sheela & Narendran	1998	valid
Tetramorium kestrum	Bolton	1980	valid
Tetramorium kheperra	Bolton	1976	valid
Tetramorium khnum	Bolton	1977	valid
Tetramorium khyarum	Bolton	1980	valid
Tetramorium kieti	Roncin	2002	valid
Tetramorium kisilkumense	Dlussky, Soyunov & Zabelin	1990	valid
Tetramorium kivuense	Stitz	1911	invalid
Tetramorium kollari	Mayr	1853	invalid
Tetramorium kraepelini	Forel	1905	valid
Tetramorium krynitum	Bolton	1980	valid
Tetramorium kydelphon	Bolton	1979	valid
Tetramorium laevigatum	Arnol'di	1948	valid
Tetramorium laevithorax	Emery	1895	valid
Tetramorium lamottei	Bernard	1953	invalid
Tetramorium lanuginosum	Mayr	1870	valid
Tetramorium laparum	Bolton	1977	valid
Tetramorium latens	Arnold	1948	invalid
Tetramorium laticephalum	Bolton	1977	valid
Tetramorium latinode	Collingwood & Agosti	1996	valid
Tetramorium latior	Santschi	1926	invalid
Tetramorium latreillei	Forel	1895	valid
Tetramorium legone	Bolton	1980	valid
Tetramorium lobulicorne	Santschi	1916	valid
Tetramorium longicarinum	Donisthorpe	1941	invalid
Tetramorium longicorne	Forel	1907	valid
Tetramorium longispinosa	Arnold	1956	invalid
Tetramorium longoi	Forel	1915	valid
Tetramorium lucayanum	Wheeler	1905	valid
Tetramorium lucidulum	Menozzi	1933	valid
Tetramorium lucyae	Sorger	2011	valid
Tetramorium luteipes	Santschi	1910	valid
Tetramorium luteolum	Arnold	1926	valid
Tetramorium mackae	[no authors]	2012	valid
Tetramorium magitae	Forel	1911	invalid
Tetramorium magnificum	Bolton	1980	valid
Tetramorium mahafaly	Hita Garcia & Fisher	2011	valid
Tetramorium mai	Wang	1993	valid
Tetramorium malabarense	Sheela & Narendran	1998	valid
Tetramorium malagasy	[no authors]	2012	valid
Tetramorium mallenseana	[no authors]	2012	valid
Tetramorium manni	Bolton	1985	valid
Tetramorium manni	Dlussky	1994	invalid
Tetramorium manobo	Calilung	2000	valid
Tetramorium marginatum	Forel	1895	valid
Tetramorium marleyi	Forel	1914	invalid
Tetramorium marocanum	De Haro & Collingwood	1994	invalid
Tetramorium marojejy	[no authors]	2012	valid
Tetramorium marthae	Forel	1911	invalid
Tetramorium matopoense	Arnold	1926	valid
Tetramorium mauricei	Donisthorpe	1946	invalid
Tetramorium maurum	Santschi	1918	valid
Tetramorium mayri	Mann	1919	valid
Tetramorium megalops	Bolton	1977	valid
Tetramorium meghalayense	Bharti	2011	valid
Tetramorium melanogyna	Mann	1919	valid
Tetramorium menkaura	Bolton	1976	valid
Tetramorium meressei	Forel	1916	valid
Tetramorium meridionale	Emery	1870	valid
Tetramorium meshena	Bolton	1976	valid
Tetramorium metactum	Bolton	1980	valid
Tetramorium mexicanum	Bolton	1979	valid
Tetramorium microgyna	Santschi	1918	valid
Tetramorium microps	Mayr	1901	valid
Tetramorium minimum	Bolton	1976	valid
Tetramorium minusculum	Santschi	1914	valid
Tetramorium minutum	Donisthorpe	1942	invalid
Tetramorium miserabile	Santschi	1918	valid
Tetramorium mixtum	Forel	1902	valid
Tetramorium mkomazi	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium modesta	Foerster	1850	invalid
Tetramorium modesta	Smith	1860	valid
Tetramorium monardi	Santschi	1937	valid
Tetramorium moravicum	Novák & Sadil	1941	valid
Tetramorium mossamedense	Forel	1901	valid
Tetramorium mucidus	Forel	1909	invalid
Tetramorium muralti	Forel	1910	valid
Tetramorium muscorum	Arnold	1926	valid
Tetramorium musculus	Forel	1902	invalid
Tetramorium mutatum	Bolton	1985	valid
Tetramorium myops	Bolton	1977	valid
Tetramorium nacta	Bolton	1976	valid
Tetramorium naganum	Bolton	1979	valid
Tetramorium nassonowii	Forel	1892	invalid
Tetramorium nautarum	Santschi	1918	valid
Tetramorium navum	Bolton	1977	valid
Tetramorium nazgul	[no authors]	2012	valid
Tetramorium nefassitense	Forel	1910	valid
Tetramorium neuvillei	Forel	1907	invalid
Tetramorium nify	[no authors]	2012	valid
Tetramorium nigrum	Forel	1907	valid
Tetramorium nion	Bernard	1953	invalid
Tetramorium nipponense	Wheeler	1928	valid
Tetramorium nitidissimum	Pisarski	1967	valid
Tetramorium nodiferum	Emery	1901	valid
Tetramorium noeli	[no authors]	2012	valid
Tetramorium noratum	Bolton	1977	valid
Tetramorium norvigi	[no authors]	2012	valid
Tetramorium nosybe	[no authors]	2012	valid
Tetramorium notiale	Bolton	1980	valid
Tetramorium notomelanum	[no authors]	2011	valid
Tetramorium nube	Weber	1943	valid
Tetramorium nullispinum	Bolton	1980	invalid
Tetramorium nursei	Bingham	1903	valid
Tetramorium obesum	André	1887	valid
Tetramorium obtusidens	Viehmeyer	1916	valid
Tetramorium occidentale	Santschi	1916	valid
Tetramorium ochrothorax	Chang & He	2001	valid
Tetramorium ocothrum	Bolton	1979	valid
Tetramorium oculatum	Forel	1913	valid
Tetramorium olana	[no authors]	2012	valid
Tetramorium orc	[no authors]	2012	valid
Tetramorium orientale	Forel	1895	valid
Tetramorium orissana	Forel	1902	invalid
Tetramorium ornatum	Emery	1897	valid
Tetramorium osiris	Bolton	1976	valid
Tetramorium pacifica	Mann	1921	invalid
Tetramorium pacificum	Mayr	1870	valid
Tetramorium palaense	Bolton	1979	valid
Tetramorium papuanum	Emery	1887	invalid
Tetramorium papyri	Weber	1943	invalid
Tetramorium parallela	Smith	1859	invalid
Tetramorium parasiticum	Bolton	1980	valid
Tetramorium parvioculum	Guillem & Bensusan	2009	valid
Tetramorium parvispinum	Emery	1893	valid
Tetramorium parvum	Bolton	1977	valid
Tetramorium pauper	Forel	1907	valid
Tetramorium pauper	Santschi	1917	invalid
Tetramorium pelagium	Mei	1995	valid
Tetramorium peringueyi	Arnold	1926	valid
Tetramorium perlongum	Santschi	1923	valid
Tetramorium persignatum	Bolton	1995	valid
Tetramorium perspicax	Radchenko	1992	invalid
Tetramorium petersi	Forel	1910	valid
Tetramorium petiolatum	Sheela & Narendran	1998	valid
Tetramorium peutli	Forel	1916	valid
Tetramorium phasias	Forel	1914	valid
Tetramorium philippwagneri	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium pialtum	Bolton	1980	valid
Tetramorium pilosum	Emery	1893	valid
Tetramorium pinnipilum	Bolton	1980	valid
Tetramorium placidum	Bolton	1979	valid
Tetramorium platynode	Bolton	1980	valid
Tetramorium pleganon	Bolton	1979	valid
Tetramorium plesiarum	Bolton	1979	valid
Tetramorium plumosum	Bolton	1980	valid
Tetramorium pnyxis	Bolton	1976	valid
Tetramorium pogonion	Bolton	1980	valid
Tetramorium politum	Emery	1897	valid
Tetramorium polymorphum	Yamane & Jaitrong	2011	valid
Tetramorium popell	[no authors]	2012	valid
Tetramorium popovici	Forel	1914	invalid
Tetramorium postpetiolatum	Santschi	1919	valid
Tetramorium poweri	Forel	1914	valid
Tetramorium praetextum	Bolton	1980	valid
Tetramorium proximum	Bolton	1979	valid
Tetramorium psymanum	Bolton	1980	valid
Tetramorium pulchella	Mann	1919	invalid
Tetramorium pulchellum	Emery	1897	valid
Tetramorium pulcherrimum	Donisthorpe	1945	valid
Tetramorium pullulum	Santschi	1924	valid
Tetramorium punctatum	Santschi	1927	valid
Tetramorium punctiventre	Emery	1887	valid
Tetramorium punicum	Smith	1861	valid
Tetramorium pusillum	Emery	1895	valid
Tetramorium pygmaeum	Emery	1877	invalid
Tetramorium pylacum	Bolton	1980	valid
Tetramorium pyrenaeicum	Röszler	1937	valid
Tetramorium quadridentatum	Stitz	1910	valid
Tetramorium quadrispinosum	Emery	1886	invalid
Tetramorium qualarum	Bolton	1980	valid
Tetramorium quasirum	Bolton	1979	valid
Tetramorium ranarum	Forel	1895	valid
Tetramorium rectinodis	Menozzi	1942	invalid
Tetramorium regulare	Bolton	1980	valid
Tetramorium rekhefe	Bolton	1979	valid
Tetramorium renae	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium repentinum	Arnold	1926	valid
Tetramorium repletum	Wang, Xiao & Wu	1988	valid
Tetramorium reptana	Bolton	1976	valid
Tetramorium reticulata	Smith	1862	invalid
Tetramorium reticuligerum	Bursakov	1984	valid
Tetramorium rhenanum	Schulz	1996	invalid
Tetramorium rhetidum	Bolton	1980	valid
Tetramorium rhodium	Emery	1924	valid
Tetramorium rigidum	Bolton	1977	valid
Tetramorium rimytyum	Bolton	1980	valid
Tetramorium rinatum	Bolton	1977	valid
Tetramorium robertsoni	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium robitika	[no authors]	2012	valid
Tetramorium robustior	Forel	1892	invalid
Tetramorium rogatum	Bolton	1980	valid
Tetramorium rossi	Bolton	1976	valid
Tetramorium rothschildi	Forel	1907	valid
Tetramorium rotundatum	Santschi	1924	valid
Tetramorium rubrum	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium rufescens	Stitz	1923	valid
Tetramorium rugigaster	Bolton	1977	valid
Tetramorium ruginode	Stitz	1917	invalid
Tetramorium rutilum	Prins	1973	invalid
Tetramorium ryanphelanae	[no authors]	2012	valid
Tetramorium sabatra	[no authors]	2012	valid
Tetramorium sada	[no authors]	2012	valid
Tetramorium saginatum	Bolton	1980	valid
Tetramorium sahlbergi	Finzi	1936	valid
Tetramorium salomo	Mann	1919	valid
Tetramorium salvatum	Forel	1902	valid
Tetramorium salwae	[no authors]	2001	valid
Tetramorium sanetrai	Csősz, Radchenko & Schulz	2007	valid
Tetramorium sargina	[no authors]	2012	valid
Tetramorium scabrosum	Smith	1859	valid
Tetramorium scabrum	Mayr	1879	valid
Tetramorium schaufussii	Forel	1891	valid
Tetramorium schmidti	Forel	1904	valid
Tetramorium schneideri	Emery	1898	valid
Tetramorium schoutedeni	Santschi	1924	valid
Tetramorium sculptatum	Bolton	1977	valid
Tetramorium scytalum	Bolton	1979	valid
Tetramorium securis	Roncin	2002	valid
Tetramorium semilaeve	André	1883	valid
Tetramorium semireticulatum	Arnold	1917	valid
Tetramorium seneb	Bolton	1977	valid
Tetramorium sentosum	Sheela & Narendran	1998	valid
Tetramorium sepositum	Santschi	1918	valid
Tetramorium sepultum	Bolton	1980	valid
Tetramorium sericeiventre	Emery	1877	valid
Tetramorium sericeum	Arnold	1926	valid
Tetramorium setigerum	Mayr	1901	valid
Tetramorium setuliferum	Emery	1895	valid
Tetramorium severini	Emery	1895	valid
Tetramorium shamshir	[no authors]	2012	valid
Tetramorium shensiense	Bolton	1977	valid
Tetramorium shilohense	Forel	1913	valid
Tetramorium shirlae	[no authors]	2007	valid
Tetramorium shivalikense	[no authors]	2012	valid
Tetramorium sigillum	Bolton	1980	valid
Tetramorium signatum	Emery	1895	valid
Tetramorium signatum	Menozzi	1933	invalid
Tetramorium sikorae	Forel	1892	valid
Tetramorium silvestrii	Emery	1915	invalid
Tetramorium silvicola	[no authors]	2012	valid
Tetramorium simillimum	Smith	1851	valid
Tetramorium simulator	Arnold	1917	valid
Tetramorium singletonae	[no authors]	2012	valid
Tetramorium sitefrum	Bolton	1980	valid
Tetramorium sjostedti	Forel	1915	valid
Tetramorium smaug	[no authors]	2012	valid
Tetramorium smithi	Mayr	1879	valid
Tetramorium snellingi	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium solidum	Emery	1886	valid
Tetramorium somniculosum	Arnold	1926	valid
Tetramorium spininode	Bolton	1977	valid
Tetramorium spinosum	Pergande	1896	valid
Tetramorium splendens	Ruzsky	1902	valid
Tetramorium splendidior	Viehmeyer	1925	valid
Tetramorium squaminode	Santschi	1911	valid
Tetramorium staerckei	Kratochvíl, Novák & Snoflák	1944	invalid
Tetramorium steinheili	Forel	1892	valid
Tetramorium striabdomen	Chang & He	2001	valid
Tetramorium striatidens	Emery	1889	invalid
Tetramorium striativentre	Mayr	1877	valid
Tetramorium strictum	Bolton	1977	valid
Tetramorium striolatum	Viehmeyer	1914	valid
Tetramorium subcoecum	Forel	1907	valid
Tetramorium sudanense	Weber	1943	valid
Tetramorium sulcinode	Santschi	1927	valid
Tetramorium surrogatum	Bolton	1985	valid
Tetramorium susannae	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium syriacum	Emery	1924	valid
Tetramorium tabarum	Bolton	1980	valid
Tetramorium talpa	Bolton	1976	valid
Tetramorium tanaense	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium tanakai	Bolton	1977	invalid
Tetramorium tantillum	Bolton	1979	valid
Tetramorium taueret	Bolton	1995	valid
Tetramorium taurocaucasicum	Arnol'di	1968	invalid
Tetramorium taylori	Bolton	1985	valid
Tetramorium tenebrosum	Arnold	1926	valid
Tetramorium tenuicrine	Emery	1914	valid
Tetramorium termitobium	Emery	1908	valid
Tetramorium tersum	Santschi	1911	invalid
Tetramorium tessmanni	Forel	1910	invalid
Tetramorium thalidum	Bolton	1977	valid
Tetramorium thoth	Bolton	1976	valid
Tetramorium titus	Forel	1910	valid
Tetramorium tonganum	Mayr	1870	valid
Tetramorium tortuosum	Roger	1863	valid
Tetramorium tosii	Emery	1899	valid
Tetramorium traegaordhi	Santschi	1914	valid
Tetramorium trafo	[no authors]	2012	valid
Tetramorium transversarium	Roger	1863	valid
Tetramorium triangulatum	[no authors]	2012	valid
Tetramorium tricarinatum	Viehmeyer	1914	valid
Tetramorium tricolor	Donisthorpe	1948	invalid
Tetramorium tricolor	Donisthorpe	1949	invalid
Tetramorium trimeni	Emery	1895	valid
Tetramorium trirugosum	Hita Garcia, Fischer & Peters	2010	valid
Tetramorium tsingy	[no authors]	2012	valid
Tetramorium tsushimae	Emery	1925	valid
Tetramorium turcomanicum	Santschi	1921	invalid
Tetramorium turneri	Forel	1902	valid
Tetramorium tychadion	Bolton	1980	valid
Tetramorium tylinum	Bolton	1977	valid
Tetramorium typhlops	Bolton	1980	valid
Tetramorium tyrion	[no authors]	2012	valid
Tetramorium ubangense	Santschi	1937	valid
Tetramorium uelensis	Santschi	1935	valid
Tetramorium umtaliense	Arnold	1926	valid
Tetramorium undatium	Chang & He	2001	valid
Tetramorium unicum	Bolton	1980	valid
Tetramorium urbanii	Bolton	1977	valid
Tetramorium validiusculum	Emery	1897	valid
Tetramorium valky	[no authors]	2012	valid
Tetramorium vandalum	Bolton	1977	valid
Tetramorium vernicosum	Radchenko	1992	valid
Tetramorium versiculum	Bolton	1980	valid
Tetramorium vertigum	Bolton	1977	valid
Tetramorium vexator	Arnold	1926	valid
Tetramorium viehmeyeri	Forel	1907	valid
Tetramorium viridis	Weber	1943	invalid
Tetramorium viticola	Weber	1943	valid
Tetramorium voasary	[no authors]	2012	valid
Tetramorium vohitra	[no authors]	2012	valid
Tetramorium vombis	Bolton	1976	valid
Tetramorium vony	[no authors]	2012	valid
Tetramorium wadje	Bolton	1980	valid
Tetramorium wagneri	Viehmeyer	1914	valid
Tetramorium walshi	Forel	1890	valid
Tetramorium wardi	[no authors]	2012	valid
Tetramorium warreni	Arnold	1926	valid
Tetramorium wasmanni	Forel	1901	invalid
Tetramorium weitzeckeri	Emery	1895	valid
Tetramorium wheeleri	Forel	1901	invalid
Tetramorium wilsoni	Mann	1921	invalid
Tetramorium xanthogaster	Santschi	1911	valid
Tetramorium xuthum	Bolton	1980	valid
Tetramorium yammer	[no authors]	2012	valid
Tetramorium yanoi	Santschi	1937	invalid
Tetramorium yarthiellum	Bolton	1976	valid
Tetramorium yemene	Collingwood & Agosti	1996	valid
Tetramorium yerburyi	Forel	1902	valid
Tetramorium youngi	Bolton	1980	valid
Tetramorium yulongense	Xu & Zheng	1994	valid
Tetramorium zahrae	Santschi	1923	invalid
Tetramorium zambezium	Santschi	1939	valid
Tetramorium zapyrum	Bolton	1980	valid
Tetramorium zenatum	Bolton	1979	valid
Tetramorium zonacaciae	Weber	1943	valid
Tetramorium zumpti	Santschi	1937	invalid
Tetramorium zypidum	Bolton	1977	valid
Tetraponera aethiops	Smith	1877	valid
Tetraponera aitkenii	Forel	1902	valid
Tetraponera allaborans	Walker	1859	valid
Tetraponera amargina	Xu & Chai	2004	valid
Tetraponera ambigua	Emery	1895	valid
Tetraponera andrei	Mayr	1895	valid
